model_id,sm_id,bam_url,crc32c,size,gcs_obj_updated_at
ACH-001647,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/SHI-1.merged.sorted.bam,aWG/qQ==,4837262154,2024-09-28
ACH-002526,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/SNU1327.merged.sorted.bam,4WSRnw==,3966930831,2024-09-28
ACH-002529,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/SNU-1330.merged.sorted.bam,Td5vvw==,3782395489,2024-09-28
ACH-000266,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/SNU-213.merged.sorted.bam,Pp3m8g==,4433095980,2024-09-28
ACH-002522,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/SNU-2292.merged.sorted.bam,Wg7M9g==,4250567731,2024-09-28
ACH-002531,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/SNU-2535.merged.sorted.bam,r9Il+w==,4252220038,2024-09-28
ACH-000955,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/SNU-407.merged.sorted.bam,7JVHaQ==,4443771689,2024-09-28
ACH-000460,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/SNU-8.merged.sorted.bam,PtY3Hg==,4130214208,2024-09-28
ACH-001391,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/SUM-159PT.merged.sorted.bam,onZ1rQ==,4508143216,2024-09-28
ACH-000085,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/T3M-4.merged.sorted.bam,3kB2Gw==,4112522869,2024-09-28
ACH-000048,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/TOV-112D.merged.sorted.bam,3WqAZA==,4246218852,2024-09-28
ACH-002994,SM-NJQ4H,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4H/merge/WSU-AML.merged.sorted.bam,pg+Bzw==,3627807598,2024-09-28
ACH-003008,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/17-116.merged.sorted.bam,HKXrqw==,3909821383,2024-09-28
ACH-001451,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/BOKU.merged.sorted.bam,AkmU0g==,4147405584,2024-09-28
ACH-002829,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/BT138.merged.sorted.bam,Wv/aMQ==,3849986321,2024-09-28
ACH-002849,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/BT239.merged.sorted.bam,9Wg4Vg==,3940522849,2024-09-28
ACH-003230,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/BT88.merged.sorted.bam,vRYSvA==,4069909018,2024-09-28
ACH-001333,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/C-33_A.merged.sorted.bam,RWzvug==,4331348272,2024-09-28
ACH-001334,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/C-4_I.merged.sorted.bam,Jfz2KA==,4237754637,2024-09-28
ACH-001335,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/C-4_II.merged.sorted.bam,n0sqIg==,4227655329,2024-09-28
ACH-002456,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/CCLFNEURO0035T.merged.sorted.bam,//dJNw==,4245644391,2024-09-28
ACH-000025,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/CH-157MN.merged.sorted.bam,x403YQ==,4223016142,2024-09-28
ACH-001485,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/CII.merged.sorted.bam,mGhTcw==,4366479310,2024-09-28
ACH-000123,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/COV434.merged.sorted.bam,WhaLRQ==,4220207075,2024-09-28
ACH-001341,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/DoTc2_4510.merged.sorted.bam,nrGftw==,4467945019,2024-09-28
ACH-000878,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/HCC-15.merged.sorted.bam,+VVN3g==,4378686287,2024-09-28
ACH-000725,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/HCC202.merged.sorted.bam,ozZoiw==,4092782993,2024-09-28
ACH-000941,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/HEC-1-B.merged.sorted.bam,2Uc4Cw==,3869746841,2024-09-28
ACH-002019,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/HOKUG.merged.sorted.bam,NhSITw==,4163643450,2024-09-28
ACH-002041,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/HOTHC.merged.sorted.bam,83JKXA==,3560214694,2024-09-28
ACH-001528,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/IHH-4.merged.sorted.bam,obpQCg==,3596196153,2024-09-28
ACH-003216,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/IPM-BO-129.merged.sorted.bam,FbXPuQ==,4160041229,2024-09-28
ACH-001353,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/JOPACA-1.merged.sorted.bam,/wPvdw==,3265006506,2024-09-28
ACH-002660,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/JVE-187.merged.sorted.bam,v62rMg==,4751281809,2024-09-28
ACH-000524,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/KURAMOCHI.merged.sorted.bam,BszFxg==,4642431880,2024-09-28
ACH-001356,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/MB-1.merged.sorted.bam,aGy3/w==,3703520744,2024-09-28
ACH-000621,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/MDA-MB-157.merged.sorted.bam,ObVRNQ==,4330138401,2024-09-28
ACH-001075,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/NCI-H292.merged.sorted.bam,ajsk4g==,3941267770,2024-09-28
ACH-003127,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/NH67T.merged.sorted.bam,X6d3ZA==,4124964127,2024-09-28
ACH-000527,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/OVISE.merged.sorted.bam,JtrDnA==,4621944061,2024-09-28
ACH-003346,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/PDM-100.merged.sorted.bam,kxY2UA==,4201001251,2024-09-28
ACH-003348,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/PDM-275.merged.sorted.bam,grHeMw==,4493405337,2024-09-28
ACH-003374,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/PDM-350.merged.sorted.bam,N1A0qg==,4387076161,2024-09-28
ACH-003360,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/PDM-92.merged.sorted.bam,KQUaLg==,3953338206,2024-09-28
ACH-000719,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/RMG-I.merged.sorted.bam,IdfNKw==,4138880874,2024-09-28
ACH-000473,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/RT-112.merged.sorted.bam,8vpWrQ==,4130806576,2024-09-28
ACH-001648,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/Shmac4.merged.sorted.bam,cTB+BQ==,4089210835,2024-09-28
ACH-001649,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/Shmac5.merged.sorted.bam,VXma0g==,4250533541,2024-09-28
ACH-001651,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/SKG-I.merged.sorted.bam,TcS0GA==,4519835984,2024-09-28
ACH-002020,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/SKG-IIIa.merged.sorted.bam,wthxUQ==,4147768945,2024-09-28
ACH-001653,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/SK-GT-2.merged.sorted.bam,LZy/Wg==,4631692715,2024-09-28
ACH-000974,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/SNG-M.merged.sorted.bam,1dT+Iw==,4954274199,2024-09-28
ACH-000736,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/SNU-601.merged.sorted.bam,cXiuSw==,4142077528,2024-09-28
ACH-001402,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/SW756.merged.sorted.bam,b9qoIw==,4313214820,2024-09-28
ACH-000885,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/TOV-21G.merged.sorted.bam,d2XlVg==,4397591923,2024-09-28
ACH-000459,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/TUHR10TKB.merged.sorted.bam,rtVtaA==,4106344514,2024-09-28
ACH-000834,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/UM-UC-1.merged.sorted.bam,6n+sZQ==,4126060262,2024-09-28
ACH-000262,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/UOK101.merged.sorted.bam,ahrcSQ==,3538177262,2024-09-28
ACH-001422,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/WPE1-NA22.merged.sorted.bam,AQp3xQ==,4089581097,2024-09-28
ACH-001654,SM-NJQ4I,gs://fc-aaf4de93-c104-45c4-a01a-a036869119c6/PB_preprocess/SM-NJQ4I/merge/SK-GT-4.merged.sorted.bam,n2OpGg==,5017006270,2024-09-28
